file_id,region,condition,fit_scope,heldout_sweep,train_sweeps,candidate_id,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,heldout_trace_rmse_mV,heldout_weighted_pass_fraction,simulation_health,heldout_pass
DH_6_MFA_BA,DH,MFA_BA,leave_one_out,4,"1,2,3,5,6",DH_6_MFA_BA__hybrid_pre_07,3,True,4.011760743696656e+22,2,7.621468423407825,0.5,ok,True
DH_6_MFA_BA,DH,MFA_BA,leave_one_out,5,"1,2,3,4,6",DH_6_MFA_BA__hybrid_pre_07,3,True,8.822303716077951e+21,3,9.411648704148767,0.5378378626820505,ok,True
DH_6_MFA_BA,DH,MFA_BA,leave_one_out,6,"1,2,3,4,5",DH_6_MFA_BA__hybrid_pre_07,3,True,6.458866520408303e+20,3,11.221471541867116,0.4872103332121867,ok,True
1_VH_1_CONTROL,VH,CONTROL,leave_one_out,1,"2,3,4,5,6",1_VH_1_CONTROL__hybrid_optuna_004,3,True,1997708.410699368,9,2.9382476476096806,0.427776803577877,ok,True
1_VH_1_CONTROL,VH,CONTROL,leave_one_out,2,"1,3,4,5,6",1_VH_1_CONTROL__hybrid_optuna_004,3,True,1913495.93006018,14,4.376685658869483,0.2891566265060241,ok,False
1_VH_1_CONTROL,VH,CONTROL,leave_one_out,3,"1,2,4,5,6",1_VH_1_CONTROL__hybrid_optuna_004,3,True,1830869.6004396167,12,5.746497927758327,0.2891566265060241,ok,False
1_VH_1_CONTROL,VH,CONTROL,leave_one_out,4,"1,2,3,5,6",1_VH_1_CONTROL__hybrid_optuna_004,3,True,1274863.1253339555,14,7.157621910292178,0.2891566265060241,ok,False
1_VH_1_CONTROL,VH,CONTROL,leave_one_out,5,"1,2,3,4,6",1_VH_1_CONTROL__hybrid_optuna_004,3,True,1698929.21430167,15,8.578747831923394,0.2715190789175549,ok,False
1_VH_1_CONTROL,VH,CONTROL,leave_one_out,6,"1,2,3,4,5",1_VH_1_CONTROL__hybrid_optuna_004,3,True,1633414.6445678223,14,9.917492605750423,0.2891566265060241,ok,False
1_VH_2_CONTROL,VH,CONTROL,leave_one_out,1,"2,3,4,5,6",1_VH_2_CONTROL__hybrid_post_001,3,True,1500479.780047214,13,3.343099644770993,0.3377942825913925,ok,True
1_VH_2_CONTROL,VH,CONTROL,leave_one_out,2,"1,3,4,5,6",1_VH_2_CONTROL__hybrid_post_001,3,True,1666132.338568749,11,4.738023950363383,0.2891566265060241,ok,False
1_VH_2_CONTROL,VH,CONTROL,leave_one_out,3,"1,2,4,5,6",1_VH_2_CONTROL__hybrid_post_001,3,True,1605428.0392934156,11,6.360936323574361,0.2891566265060241,ok,False
1_VH_2_CONTROL,VH,CONTROL,leave_one_out,4,"1,2,3,5,6",1_VH_2_CONTROL__hybrid_post_001,3,True,1102753.8623487656,13,7.641669107266465,0.2891566265060241,ok,False
1_VH_2_CONTROL,VH,CONTROL,leave_one_out,5,"1,2,3,4,6",1_VH_2_CONTROL__hybrid_post_001,3,True,1517136.321658251,12,9.028777995603155,0.2891566265060241,ok,False
1_VH_2_CONTROL,VH,CONTROL,leave_one_out,6,"1,2,3,4,5",1_VH_2_CONTROL__hybrid_post_001,3,True,1419850.997610395,11,10.394247540459576,0.2891566265060241,ok,False
2_VH_1_CONTROL,VH,CONTROL,leave_one_out,1,"2,3,4,5,6",2_VH_1_CONTROL__hybrid_optuna_094,3,True,25930624491.05716,14,9.149486201292122,0.3355929685778628,ok,True
2_VH_1_CONTROL,VH,CONTROL,leave_one_out,2,"1,3,4,5,6",2_VH_1_CONTROL__hybrid_optuna_094,3,True,68306921.90983242,16,13.094137692667609,0.0493989598482691,ok,False
2_VH_1_CONTROL,VH,CONTROL,leave_one_out,3,"1,2,4,5,6",2_VH_1_CONTROL__hybrid_optuna_094,3,True,102701894.3927393,17,16.878053817202588,0.2423988312097464,ok,False
2_VH_1_CONTROL,VH,CONTROL,leave_one_out,4,"1,2,3,5,6",2_VH_1_CONTROL__hybrid_optuna_094,3,True,18051458050.925297,12,20.84891105397668,0.2891566265060241,ok,False
2_VH_1_CONTROL,VH,CONTROL,leave_one_out,5,"1,2,3,4,6",2_VH_1_CONTROL__hybrid_optuna_094,3,True,25103367372.07527,13,22.411225774004787,0.2891566265060241,ok,False
2_VH_1_CONTROL,VH,CONTROL,leave_one_out,6,"1,2,3,4,5",2_VH_1_CONTROL__hybrid_optuna_094,3,True,23554034953.17105,13,24.744466869112262,0.2891566265060241,ok,False
3_VH_1_CONTROL,VH,CONTROL,leave_one_out,1,"2,3,4,5,6",3_VH_1_CONTROL__hybrid_optuna_011,3,True,20447452666.40374,7,3.6977874811071376,0.7228915662650602,ok,True
3_VH_1_CONTROL,VH,CONTROL,leave_one_out,2,"1,3,4,5,6",3_VH_1_CONTROL__hybrid_optuna_011,3,True,20446735282.41202,7,5.374098140192082,0.2891566265060241,ok,False
3_VH_1_CONTROL,VH,CONTROL,leave_one_out,3,"1,2,4,5,6",3_VH_1_CONTROL__hybrid_optuna_011,3,True,20274610165.82875,7,6.90234441326069,0.2891566265060241,ok,False
